timestamp,price,date
1739408642071,97822.8847791465,2025-02-13 01:04:02.071
1739412261301,97984.76780314116,2025-02-13 02:04:21.301
1739415865132,97482.69236537757,2025-02-13 03:04:25.132
1739419450538,97545.82090794371,2025-02-13 04:04:10.538
1739423047599,96884.50484747115,2025-02-13 05:04:07.599
1739426673632,96702.94414130866,2025-02-13 06:04:33.632
1739430220197,96045.87665482667,2025-02-13 07:03:40.197
1739433852989,96036.93855574471,2025-02-13 08:04:12.989
1739437457948,95893.42457979695,2025-02-13 09:04:17.948
1739440825788,96255.72778377474,2025-02-13 10:00:25.788
1739444654032,96139.62356455375,2025-02-13 11:04:14.032
1739448240551,95946.82224702308,2025-02-13 12:04:00.551
1739452132578,95767.65830889478,2025-02-13 13:08:52.578
1739455462419,96113.53673267111,2025-02-13 14:04:22.419
1739459050462,95878.64612431273,2025-02-13 15:04:10.462
1739462639822,95917.38358350989,2025-02-13 16:03:59.822
1739466031421,95458.140300641,2025-02-13 17:00:31.421
1739469854750,95637.78525555778,2025-02-13 18:04:14.750
1739473434469,96003.14980785846,2025-02-13 19:03:54.469
1739477346939,95782.51396129551,2025-02-13 20:09:06.939
1739480641322,96300.0609397171,2025-02-13 21:04:01.322
1739484441359,96497.23557421484,2025-02-13 22:07:21.359
1739487705959,96374.20669516998,2025-02-13 23:01:45.959
1739491706474,96666.70960779543,2025-02-14 00:08:26.474
1739495058947,96828.89943203412,2025-02-14 01:04:18.947
1739498639693,96532.5779782049,2025-02-14 02:03:59.693
1739502250767,96579.33951604052,2025-02-14 03:04:10.767
1739505865171,97152.49941358573,2025-02-14 04:04:25.171
1739509455695,96779.1732418888,2025-02-14 05:04:15.695
1739513067249,96703.60390210796,2025-02-14 06:04:27.249
1739516419209,96772.32613035057,2025-02-14 07:00:19.209
1739520254366,97004.55038734362,2025-02-14 08:04:14.366
1739523860803,96886.55281117093,2025-02-14 09:04:20.803
1739527453742,97140.50472343343,2025-02-14 10:04:13.742
1739531054630,97031.12535349325,2025-02-14 11:04:14.630
1739534649226,96901.61280060273,2025-02-14 12:04:09.226
1739538215410,96674.16542518875,2025-02-14 13:03:35.410
1739541856536,96817.72457029505,2025-02-14 14:04:16.536
1739545448030,97324.06933798644,2025-02-14 15:04:08.030
1739549040368,96961.0929667185,2025-02-14 16:04:00.368
1739552654298,97772.85353304356,2025-02-14 17:04:14.298
1739556258324,98623.62137807804,2025-02-14 18:04:18.324
1739559815581,98214.29854725617,2025-02-14 19:03:35.581
1739563467377,97961.4270398272,2025-02-14 20:04:27.377
1739567331836,97314.71761687646,2025-02-14 21:08:51.836
1739570661801,97381.31607548901,2025-02-14 22:04:21.801
